reference,system,r1_f
"die weltgesundheitsorganisation ( who ) hat die ebola - epidemie in westafrika nun als internationalen gesundheitsnotfall eingestuft, wie sie heute morgen in genf mitteilte. damit kann die organisation weltweit vorschriften zur eindämmung der seuche erlassen, etwa quarantänemaßnahmen wie die schließung von grenzen sowie einschränkungen im internationalen reiseverkehr. sie reagiert damit auf den sich ausweitenden notstand in den westafrikanischen staaten sierra leone, guinea und liberia, einzelne fälle in nigeria und saudi - arabien ( noch unbestätigt ) betrafen reisende aus den genannten ländern. bis anfang der woche registrierten ärzte 1711fälle und 932tote - der größte ausbruch des hämorrhagischen fiebers, seit das virus in den 1970er jahren entdeckt wurde","der weltgesundheitsrat ( who, englisch : international health committee ) ist eine internationale organisation, die während der ausbreitung des ebolafiebers 2014 im westlichen afrika empfehlt, entsprechende maßnahmen durchzuführen. der who wurde 2005 gegründet und repräsentiert 18 staaten, die im ersten weltkrieg mit der ebolafieber-epidemie 2013 infiziert waren. die mitglieder des gremiums sind unter anderem : die ehemaligen mitglieder des wwf, die ehemaligen mitglieder des wwf",17.98
"junge karettschildkröten ( caretta caretta ) schwimmen im meer lieber einer unterwasserströmung entgegen, statt sich einfach treiben zu lassen, berichten meeresbiologen um donald kobayashi von der national oceanic and atmospheric administration. das überrascht zunächst - vor allem weil es keinen offensichtlichen grund für die vermeintliche kraftverschwendung gibt. die am strand geschlüpften jungtiere verbringen ihre ersten sieben bis zwölflebensjahre weit draußen im ozean, bevor sie dann wieder in den küstengewässern auftauchen, um sich zu paaren. bislang war unklar, wie die tiere im ozean wandern - um mehr zu erfahren, kombinierten meeresbiologen nun daten von langzeitsensoren auf etwa 40einzelnen tieren mit neuen erkenntnissen über den verlauf von meeresströmungen im südpazifik vor neukale","die rheotaxis ist ein begriff aus der ozeanographie und meeresbiologie. er bezeichnet die fähigkeit einiger meerestiere, sich an strömungen im ozean zu orientieren und gleichzeitig, mit hilfe von rheotaxis, die richtung und richtung der strömung des meeresbodens zu ermitteln. um dies zu erreichen, scheinen die tiere, die sich im meer bewegen, eine richtung an die strömung zu ändern. einige meerestiere besitzen auch fähigkeit zum treiben von dampfschiffen",23.28
"südkoreanische forscher glauben zwei fliegen mit einer klappe schlagen zu können, indem sie abgebrannte zigarettenkippen für hochleistungselektroden von nanoenergiespeichern recyceln : die pro jahr weltweit in die umwelt geschnippten rund 5, 6billionen kippen enthalten nach den experimenten der forscher nämlich hochwertiges material mit vielseitigen eigenschaften. es kann zum beispiel zur beschichtung von elektroden in ultrakondensatoren dienen, die auf elektrochemischem weg energie zwischenspeichern, erklären die forscher nach ersten erfolgreichen experimenten. bisher ist in superkondensatoren meist reine aktivkohle zum einsatz gekommen, die in eine schwammartige struktur geätzt wird und kostengünstig eine hohe elektrische leitfähigkeit mit hoher stabilität und einer großen oberfläche vereint. die möglichst große grenzober","in diesem artikel werden verfahren aus der physik und den materialwissenschaften beschrieben, die sich mit der herstellung von gasförmigen, flüssigen oder gasförmigen festkörpern aus dämpfen, flüssigkeiten und gasen, insbesondere den meso- und mikroporösen festkörpern und den mikroporösen, sowie den porösen festkörpern und den porösen festkörpern beschäftigen.",9.09
"in venezuela haben paläontologen gleich vier exemplare eines bis dato unbekannten dinosauriers ausgegraben, der ein früher ornithischier war und somit vorläufer der späteren und bekannteren vertreter wie iguanodon, stegosaurus und triceratops. laquintasaura venezuelae lebte vor etwa 201 millionen jahren kurz nach dem massenaussterben am ende der trias - und war bereits bis in eine gegend des heutigen nördlichen südamerikas vorangekommen, die damals unterhalb des äquators lag. sie sollte daher, so hatten dinosaurierexperten angenommen, eher zu warm und lebensfeindlich für die frühen ornithischia gewesen sein, offenbar ein trugschluss. das verbreitungsgebiet der damals jungen großgruppe war wohl größer als gedacht und ist schneller gewachsen als vermutet. die vier","als ornithischia beziehungsweise ornithisches gestein wird in der paläobiologie das gestein des oberen trias in lateinamerika bezeichnet. es ist der erste fundzusammenhang, der von den saurischen dinosauriern entdeckt wurde. der ornithischische gestein ist in der geschichte der dinosaurier eine wichtige quelle, insbesondere durch die suche nach einem neuen, dem bislang einzigen direkten nachkommen des urzeitlichen dinosaurus. ein neuer dinosaurier aus nordamerika kann in der folge durch die entwicklung der ornithis",21.51
"forscher sorgen sich darum, ob die derzeit immer häufiger durchgeführten nichtinvasiven gentests an ungeborenen ausreichend zuverlässige ergebnisse liefern. bei diesen verfahren ( den so genannten nichtinvasiven molekulargenetischen pränataldiagnostik - tests oder nipt ) können mit geringerer gefahr für mutter und kind schwere genetische erkrankungen des fötus diagnostiziert werden ; dazu wird eine blutprobe der mutter auf chromosomenfragmente des kindes untersucht. am mengenverhältnis der bruchstücke werden anschließend abnormitäten wie etwa eine trisomie oder eine abweichende anzahl von geschlechtschromosomen erkannt. jia - chi wang und kollegen haben nun 109 fälle eines positiven befunds nach einem blutproben - gentest nachverfolgt und mit aufwändigeren, genaueren testverfahren über",ein schwangerschaftstest ist ein verfahren zur nichtinvasiven untersuchung von schwangerschaftszeichen. er wird vor allem in der humanmedizin angewendet.,7.81
"die hurrikansaison 2014 könnte relativ schwach ausfallen und die menschen in der karibik und am golf von mexiko weit gehend vor schweren wirbelstürmen verschonen. das deutet eine analyse von phil klotzbach von der colorado state university und seiner kollegen an. so herrschen zur zeit in der atmosphäre starke scherwinde, die die konvektion feuchtwarmer luftmassen in große höhen erschweren und so einem potenziellen hurrikan ebenso die energie entziehen wie die unterkühlten bedingungen im atlantik und der karibik : die wassertemperaturen liegen unter dem langjährigen mittel. dazu kommen relativ trockene bedingungen in der mittleren atmosphäre, die ebenfalls die entwicklung von wirbelstürmen hemmt. und schließlich erwarten die klimaforscher weiterhin einen - schwachen","hurrikan arthur war der folgenschwerste hurrikan der atlantischen hurrikansaison 2014 und der erste schwere hurrikan der atlantischen hurrikansaison mit einem durchmesser von etwa drei dutzend kilometern in den vereinigten staaten. der sturm zog nordwärts gewaschen und erreichte seine größte intensität mit einer windgeschwindigkeit von 100 metern pro stunde. ausgelöst wurde er von einem tropischen wirbelsturm, der gewitterwolken auf der nordseite der atlantischen küste tötete. die zahl",17.99
"usb - geräte sind nach meinung von berliner sicherheitsforschern ein viel größeres sicherheitsrisiko, als bisher allgemein angenommen wird. warum, demonstrieren sie mit einem spektakulären hack, gegen den es bislang kaum eine gegenwehr gibt, berichtet zeit online. dabei genügt es, einen präparierten usb - stick einzuschieben, um die kontrolle über den eigenen computer zu verlieren. der angriff erfolgt nicht durch eine datei, die auf dem speicher hinterlegt ist, sondern durch umprogrammierung des chips, der das usb - gerät steuert. diesen chip manipulierten die mitarbeiter der sicherheitsfirma security research labs ( srlabs ) so, dass er sich dem anzugreifenden computer gegenüber als beliebiges anderes usb - gerät ausgibt - ein speicherstick könnte beispielsweise als tastatur in erscheinung","die matasano-konferenz ( oder auch matasano-talk ) ist eine jährlich stattfindende veranstaltung der sicherheitsexperten der george mason university in washington, d.c. die veranstaltung dauert derzeit 4 wochen und wird von mehr als 10.000 menschen besucht. das thema der konferenz ist die sicherheit in computersystemen, die bedrohtste angriffe hervorrufen können und wie diese bekämpfen werden. außerdem werden mögliche lösungskonzepte der sicherheit in computersystemen präsentiert.",15.87
"ohne licht ist es schwer, den richtigen partner auszumachen, denn die üblichen attraktivitätssignale - wie zum beispiel ein stattliches geweih - sind nicht erkennbar. wie also finden fledermauspärchen zueinander? ein team um sébastien puechmaille von der universität greifswald ist diesem problem am beispiel der meheley - hufeisennase ( rhinolophus mehelyi ) auf den grund gegangen. besonders attraktiv finden demnach fledermausweibchen diejenigen artgenossen, die mit besonders hoher stimme auf beutefang gehen : je höher deren stimmlage, desto häufiger verpaarten diese sich, beobachteten die forscher. bemerkenswert ist, dass die männchen für den höheren paarungserfolg ein handfestes handicap hinnehmen müssen. denn wegen der höheren frequenz können","echoortung ( auch : echolocating ) ist die bezeichnung für echoortung, das heißt die fähigkeit von tieren, sich mit einem begrenzten spektrum von schallsignalen auseinanderzusetzen, die in der nähe oder innerhalb eines bestimmten bereichs vorkommen. es handelt sich bei der echoortung um das grundlegende der kognitionswissenschaft.",19.23
"im laufe der jungsteinzeit brachten bauern und viezüchter ihre lebensweise immer weiter in den norden - wann die neolithische umwälzung sich aber sogar in skandinavien durchsetzen konnte ist nicht gut erforscht. viele archäologen gehen davon aus, dass die klimatischen bedingungen im norden lang für die aus dem süden importierten nutztiere und pflanzen zu ungünstig waren. dennoch zeigen nun neue untersuchungen, dass frühe bauern auch jenseits des 60. breitengrads milchvieh gehalten haben. sie taten aber gut daran, ihren nahrungszettel mit fischfang und jagd aufzubessern, berichten britische archäologen. das team hatte 70 einzelne scherbenreste von gebrauchskeramik aus verschiedenen archäologischen kulturen finnlands auf spuren alter charakteristischer nahrungs","die geschichte der primären landwirtschaft ist ein fundstück der ur- und frühgeschichte. sie befasst sich mit den entwicklungen von wirtschaftsformen, die im alten ägypten und im vorderen orient entstanden sind. wichtige quellen zur erforschung der frühen landwirtschaft sind das paläolithikum und die entwicklung der primären landwirtschaft, wobei eine reihe von fundorten im nordwestlichen mitteleuropa zu finden ist. die entwicklung der primären landwirtschaft lässt sich bis in die triasgeschichte zurückverfolgen, die im",19.79
"die zu den sperlingsvögeln zählenden afrikanischen trauerdrongos ( dicrurus adsimilis ) sind meister der täuschung : sie ahmen die warnrufe verschiedener tiere vor raubvögeln nach und animieren sie so zu überstürzter flucht, wobei sie oft beute zurücklassen ; diese kommt dann dem trauerdrongo zu gute [ 1 ]. diesen kleptoparasitismus konterkariert der drongo allerdings gelegentlich mit einer echten dienstleistung für andere arten, berichten nun die trauerdrongo - experten um tom flower von university of cambridge. denn neben spezifischen, täuschend echten warnrufen produzieren die vögel auch rufe, die man als entwarnungssignal verstehen kann : werden sie ausgestoßen, so beeilen sich vögel in der nachbarschaft,","interspezifische kommunikation ist eine form der zwischenspezifischen kommunikation, die sich in der regel zwischen zwei oder mehreren arten in verbindung bringt. je nachdem, ob ein derart spezifisches signal an die andere art gelangt, spricht man von interspezifischer kommunikation.",13.89
